season,lg,team,abbreviation,playoffs,g,fg_percent,x3p_percent,x2p_percent,ft_percent,pts
2015,NBA,Chicago Bulls,CHI,TRUE,82,0.442,0.353,0.474,0.783,8265
2015,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.458,0.367,0.504,0.751,8457
2015,NBA,Dallas Mavericks,DAL,TRUE,82,0.463,0.352,0.509,0.752,8628
2015,NBA,Denver Nuggets,DEN,FALSE,82,0.433,0.325,0.476,0.734,8320
2015,NBA,Detroit Pistons,DET,FALSE,82,0.432,0.344,0.468,0.703,8077
2015,NBA,Golden State Warriors,GSW,TRUE,82,0.478,0.398,0.514,0.768,9016
2015,NBA,Houston Rockets,HOU,TRUE,82,0.444,0.348,0.506,0.715,8522
2015,NBA,Indiana Pacers,IND,FALSE,82,0.439,0.352,0.469,0.756,7981
2015,NBA,Los Angeles Lakers,LAL,FALSE,82,0.435,0.344,0.461,0.741,8073
2015,NBA,Memphis Grizzlies,MEM,TRUE,82,0.458,0.339,0.485,0.773,8062
2015,NBA,Miami Heat,MIA,FALSE,82,0.456,0.335,0.499,0.741,7764
2015,NBA,Milwaukee Bucks,MIL,TRUE,82,0.459,0.363,0.486,0.757,8023
2015,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.438,0.332,0.461,0.776,8016
2015,NBA,New Orleans Pelicans,NOP,TRUE,82,0.457,0.37,0.484,0.751,8147
2015,NBA,New York Knicks,NYK,FALSE,82,0.428,0.347,0.454,0.769,7535
2015,NBA,Oklahoma City Thunder,OKC,FALSE,82,0.447,0.339,0.486,0.754,8524
2015,NBA,Orlando Magic,ORL,FALSE,82,0.453,0.347,0.486,0.729,7847
2015,NBA,Philadelphia 76ers,PHI,FALSE,82,0.408,0.32,0.449,0.676,7542
2015,NBA,Phoenix Suns,PHO,FALSE,82,0.452,0.341,0.497,0.76,8397
2015,NBA,Portland Trail Blazers,POR,TRUE,82,0.45,0.362,0.491,0.801,8429
2015,NBA,Sacramento Kings,SAC,FALSE,82,0.455,0.341,0.484,0.762,8310
2015,NBA,San Antonio Spurs,SAS,TRUE,82,0.468,0.367,0.505,0.78,8461
2015,NBA,Toronto Raptors,TOR,TRUE,82,0.455,0.352,0.499,0.787,8527
2015,NBA,Utah Jazz,UTA,FALSE,82,0.447,0.343,0.486,0.721,7801
2015,NBA,Washington Wizards,WAS,TRUE,82,0.462,0.36,0.488,0.742,8080
2014,NBA,Atlanta Hawks,ATL,TRUE,82,0.458,0.363,0.502,0.781,8282
2014,NBA,Boston Celtics,BOS,FALSE,82,0.435,0.333,0.47,0.777,7892
2014,NBA,Brooklyn Nets,BRK,TRUE,82,0.459,0.369,0.497,0.753,8079
2014,NBA,Charlotte Bobcats,CHA,TRUE,82,0.442,0.351,0.468,0.737,7942
2014,NBA,Chicago Bulls,CHI,TRUE,82,0.432,0.348,0.456,0.779,7680
2014,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.437,0.356,0.461,0.751,8054
2014,NBA,Dallas Mavericks,DAL,TRUE,82,0.474,0.384,0.508,0.795,8597
2014,NBA,Denver Nuggets,DEN,FALSE,82,0.447,0.358,0.481,0.726,8559
2014,NBA,Detroit Pistons,DET,FALSE,82,0.447,0.321,0.483,0.67,8286
2014,NBA,Golden State Warriors,GSW,TRUE,82,0.462,0.38,0.496,0.753,8549
2014,NBA,Houston Rockets,HOU,TRUE,82,0.472,0.358,0.529,0.712,8829
2014,NBA,Indiana Pacers,IND,TRUE,82,0.449,0.357,0.477,0.779,7933
2014,NBA,Los Angeles Lakers,LAL,FALSE,82,0.45,0.381,0.478,0.757,8442
2014,NBA,Memphis Grizzlies,MEM,TRUE,82,0.464,0.353,0.487,0.741,7884
2014,NBA,Miami Heat,MIA,TRUE,82,0.501,0.364,0.558,0.76,8380
2014,NBA,Milwaukee Bucks,MIL,FALSE,82,0.438,0.353,0.464,0.747,7829
2014,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.444,0.341,0.478,0.778,8768
2014,NBA,New Orleans Pelicans,NOP,FALSE,82,0.459,0.373,0.479,0.769,8177
2014,NBA,New York Knicks,NYK,FALSE,82,0.449,0.372,0.482,0.761,8084
2014,NBA,Oklahoma City Thunder,OKC,TRUE,82,0.471,0.361,0.512,0.806,8705
2014,NBA,Orlando Magic,ORL,FALSE,82,0.445,0.353,0.474,0.763,7914
2014,NBA,Philadelphia 76ers,PHI,FALSE,82,0.435,0.312,0.477,0.71,8155
2014,NBA,Phoenix Suns,PHO,FALSE,82,0.463,0.372,0.503,0.758,8629
2014,NBA,Portland Trail Blazers,POR,TRUE,82,0.45,0.372,0.481,0.815,8753
2014,NBA,Sacramento Kings,SAC,FALSE,82,0.447,0.333,0.479,0.759,8241
2014,NBA,San Antonio Spurs,SAS,TRUE,82,0.486,0.397,0.517,0.785,8639
2014,NBA,Toronto Raptors,TOR,TRUE,82,0.445,0.372,0.475,0.782,8305
2014,NBA,Utah Jazz,UTA,FALSE,82,0.444,0.344,0.474,0.747,7791
2014,NBA,Washington Wizards,WAS,TRUE,82,0.459,0.38,0.485,0.731,8254
2013,NBA,Atlanta Hawks,ATL,TRUE,82,0.464,0.371,0.501,0.715,8032
2013,NBA,Boston Celtics,BOS,TRUE,81,0.465,0.358,0.494,0.776,7818
2013,NBA,Brooklyn Nets,BRK,TRUE,82,0.45,0.357,0.484,0.731,7944
2013,NBA,Charlotte Bobcats,CHA,FALSE,82,0.425,0.335,0.448,0.75,7661
2013,NBA,Chicago Bulls,CHI,TRUE,82,0.437,0.353,0.456,0.773,7641
2013,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.434,0.346,0.46,0.756,7913
2013,NBA,Dallas Mavericks,DAL,FALSE,82,0.462,0.372,0.489,0.793,8293
2013,NBA,Denver Nuggets,DEN,TRUE,82,0.478,0.343,0.516,0.701,8704
2013,NBA,Detroit Pistons,DET,FALSE,82,0.449,0.356,0.474,0.699,7778
2013,NBA,Golden State Warriors,GSW,TRUE,82,0.458,0.403,0.475,0.79,8296
2013,NBA,Houston Rockets,HOU,TRUE,82,0.461,0.366,0.511,0.754,8688
2013,NBA,Indiana Pacers,IND,TRUE,81,0.436,0.347,0.465,0.746,7674
2013,NBA,Los Angeles Lakers,LAL,TRUE,82,0.458,0.355,0.503,0.692,8381
2013,NBA,Memphis Grizzlies,MEM,TRUE,82,0.444,0.345,0.463,0.773,7659
2013,NBA,Miami Heat,MIA,TRUE,82,0.496,0.396,0.536,0.754,8436
2013,NBA,Milwaukee Bucks,MIL,TRUE,82,0.435,0.36,0.457,0.736,8108
2013,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.439,0.305,0.477,0.742,7851
2013,NBA,New York Knicks,NYK,TRUE,82,0.448,0.376,0.487,0.759,8196
2013,NBA,Oklahoma City Thunder,OKC,TRUE,82,0.481,0.377,0.514,0.828,8669
2013,NBA,Orlando Magic,ORL,FALSE,82,0.448,0.329,0.482,0.755,7718
2013,NBA,Philadelphia 76ers,PHI,FALSE,82,0.444,0.36,0.466,0.729,7640
2013,NBA,Phoenix Suns,PHO,FALSE,82,0.443,0.33,0.473,0.744,7805
2013,NBA,Portland Trail Blazers,POR,FALSE,82,0.448,0.353,0.486,0.776,7995
2013,NBA,Sacramento Kings,SAC,FALSE,82,0.447,0.363,0.474,0.769,8219
2013,NBA,San Antonio Spurs,SAS,TRUE,82,0.481,0.376,0.519,0.791,8448
2013,NBA,Toronto Raptors,TOR,FALSE,82,0.446,0.343,0.48,0.788,7971
2013,NBA,Utah Jazz,UTA,FALSE,82,0.454,0.366,0.477,0.764,8038
2013,NBA,Washington Wizards,WAS,FALSE,82,0.435,0.365,0.455,0.733,7644
2012,NBA,Atlanta Hawks,ATL,TRUE,66,0.454,0.37,0.482,0.74,6375
2012,NBA,Boston Celtics,BOS,TRUE,66,0.46,0.367,0.483,0.778,6062
2012,NBA,Charlotte Bobcats,CHA,FALSE,66,0.414,0.295,0.439,0.746,5739
2012,NBA,Chicago Bulls,CHI,TRUE,66,0.452,0.375,0.471,0.722,6359
2012,NBA,Cleveland Cavaliers,CLE,FALSE,66,0.422,0.346,0.446,0.716,6140
2012,NBA,Dallas Mavericks,DAL,TRUE,66,0.443,0.339,0.482,0.771,6322
2012,NBA,Denver Nuggets,DEN,TRUE,66,0.476,0.332,0.522,0.735,6872
2012,NBA,Detroit Pistons,DET,FALSE,66,0.438,0.346,0.457,0.752,5997
2012,NBA,Golden State Warriors,GSW,FALSE,66,0.457,0.388,0.48,0.77,6453
2012,NBA,Houston Rockets,HOU,FALSE,66,0.449,0.359,0.477,0.782,6474
2012,NBA,Indiana Pacers,IND,TRUE,66,0.438,0.368,0.455,0.782,6449
2012,NBA,Los Angeles Lakers,LAL,TRUE,66,0.457,0.326,0.491,0.756,6422
2012,NBA,Memphis Grizzlies,MEM,TRUE,66,0.447,0.326,0.47,0.759,6269
2012,NBA,Miami Heat,MIA,TRUE,66,0.469,0.359,0.496,0.775,6500
2012,NBA,Milwaukee Bucks,MIL,FALSE,66,0.443,0.345,0.471,0.774,6535
2012,NBA,Minnesota Timberwolves,MIN,FALSE,66,0.433,0.332,0.469,0.771,6464
2012,NBA,New York Knicks,NYK,TRUE,66,0.443,0.336,0.487,0.741,6458
2012,NBA,Oklahoma City Thunder,OKC,TRUE,66,0.471,0.358,0.509,0.806,6802
2012,NBA,Orlando Magic,ORL,TRUE,66,0.441,0.375,0.475,0.66,6215
2012,NBA,Philadelphia 76ers,PHI,TRUE,66,0.448,0.362,0.466,0.742,6180
2012,NBA,Phoenix Suns,PHO,FALSE,66,0.458,0.343,0.494,0.757,6492
2012,NBA,Portland Trail Blazers,POR,FALSE,66,0.443,0.346,0.477,0.796,6415
2012,NBA,Sacramento Kings,SAC,FALSE,66,0.436,0.316,0.471,0.736,6518
2012,NBA,San Antonio Spurs,SAS,TRUE,66,0.478,0.393,0.507,0.748,6841
2012,NBA,Toronto Raptors,TOR,FALSE,66,0.44,0.34,0.467,0.77,5986
2012,NBA,Utah Jazz,UTA,TRUE,66,0.456,0.323,0.48,0.754,6577
2012,NBA,Washington Wizards,WAS,FALSE,66,0.441,0.32,0.47,0.727,6180
2011,NBA,Atlanta Hawks,ATL,TRUE,82,0.462,0.352,0.494,0.779,7790
2011,NBA,Boston Celtics,BOS,TRUE,82,0.486,0.365,0.513,0.77,7913
2011,NBA,Charlotte Bobcats,CHA,FALSE,82,0.451,0.327,0.48,0.756,7650
2011,NBA,Chicago Bulls,CHI,TRUE,82,0.462,0.361,0.489,0.743,8087
2011,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.434,0.342,0.461,0.745,7827
2011,NBA,Dallas Mavericks,DAL,TRUE,82,0.475,0.365,0.516,0.777,8220
2011,NBA,Denver Nuggets,DEN,TRUE,82,0.476,0.388,0.506,0.765,8811
2011,NBA,Detroit Pistons,DET,FALSE,82,0.46,0.376,0.479,0.737,7951
2011,NBA,Golden State Warriors,GSW,FALSE,82,0.461,0.392,0.484,0.761,8477
2011,NBA,Houston Rockets,HOU,FALSE,82,0.454,0.367,0.486,0.801,8685
2011,NBA,Indiana Pacers,IND,TRUE,82,0.442,0.354,0.471,0.782,8183
2011,NBA,Los Angeles Lakers,LAL,TRUE,82,0.463,0.352,0.494,0.779,8321
2011,NBA,Memphis Grizzlies,MEM,TRUE,82,0.471,0.334,0.492,0.75,8195
2011,NBA,Miami Heat,MIA,TRUE,82,0.481,0.37,0.515,0.769,8369
2011,NBA,Milwaukee Bucks,MIL,FALSE,82,0.43,0.342,0.454,0.757,7534
2011,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.441,0.376,0.459,0.768,8288
2011,NBA,New York Knicks,NYK,TRUE,82,0.457,0.368,0.496,0.809,8734
2011,NBA,Oklahoma City Thunder,OKC,TRUE,82,0.464,0.347,0.495,0.823,8596
2011,NBA,Orlando Magic,ORL,TRUE,82,0.461,0.366,0.507,0.692,8135
2011,NBA,Philadelphia 76ers,PHI,TRUE,82,0.461,0.355,0.485,0.77,8119
2011,NBA,Phoenix Suns,PHO,FALSE,82,0.47,0.377,0.505,0.759,8611
2011,NBA,Portland Trail Blazers,POR,TRUE,82,0.447,0.345,0.477,0.804,7896
2011,NBA,Sacramento Kings,SAC,FALSE,82,0.449,0.335,0.475,0.734,8151
2011,NBA,San Antonio Spurs,SAS,TRUE,82,0.475,0.397,0.503,0.767,8502
2011,NBA,Toronto Raptors,TOR,FALSE,82,0.465,0.316,0.494,0.755,8124
2011,NBA,Utah Jazz,UTA,FALSE,82,0.465,0.346,0.493,0.771,8153
2011,NBA,Washington Wizards,WAS,FALSE,82,0.443,0.332,0.465,0.745,7977
2010,NBA,Atlanta Hawks,ATL,TRUE,82,0.468,0.36,0.497,0.759,8338
2010,NBA,Boston Celtics,BOS,TRUE,82,0.483,0.348,0.523,0.746,8136
2010,NBA,Charlotte Bobcats,CHA,TRUE,82,0.453,0.346,0.482,0.751,7813
2010,NBA,Chicago Bulls,CHI,TRUE,82,0.451,0.33,0.474,0.754,7993
2010,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.485,0.381,0.52,0.72,8373
2010,NBA,Dallas Mavericks,DAL,TRUE,82,0.464,0.372,0.491,0.816,8364
2010,NBA,Denver Nuggets,DEN,TRUE,82,0.468,0.359,0.5,0.772,8729
2010,NBA,Detroit Pistons,DET,FALSE,82,0.445,0.314,0.474,0.728,7709
2010,NBA,Golden State Warriors,GSW,FALSE,82,0.469,0.375,0.499,0.782,8922
2010,NBA,Houston Rockets,HOU,FALSE,82,0.447,0.351,0.481,0.772,8395
2010,NBA,Indiana Pacers,IND,FALSE,82,0.443,0.348,0.479,0.775,8263
2010,NBA,Los Angeles Lakers,LAL,TRUE,82,0.457,0.341,0.492,0.765,8339
2010,NBA,Memphis Grizzlies,MEM,FALSE,82,0.469,0.337,0.492,0.733,8404
2010,NBA,Miami Heat,MIA,TRUE,82,0.458,0.346,0.489,0.752,7914
2010,NBA,Milwaukee Bucks,MIL,TRUE,82,0.436,0.356,0.464,0.755,8009
2010,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.449,0.341,0.471,0.746,8051
2010,NBA,New York Knicks,NYK,FALSE,82,0.455,0.346,0.504,0.782,8373
2010,NBA,Oklahoma City Thunder,OKC,TRUE,82,0.462,0.34,0.49,0.805,8322
2010,NBA,Orlando Magic,ORL,TRUE,82,0.47,0.375,0.521,0.724,8426
2010,NBA,Philadelphia 76ers,PHI,FALSE,82,0.46,0.343,0.491,0.756,8014
2010,NBA,Phoenix Suns,PHO,TRUE,82,0.492,0.412,0.52,0.77,9039
2010,NBA,Portland Trail Blazers,POR,TRUE,82,0.461,0.354,0.49,0.79,8045
2010,NBA,Sacramento Kings,SAC,FALSE,82,0.456,0.349,0.483,0.726,8200
2010,NBA,San Antonio Spurs,SAS,TRUE,82,0.473,0.358,0.508,0.74,8312
2010,NBA,Toronto Raptors,TOR,FALSE,82,0.482,0.371,0.512,0.764,8534
2010,NBA,Utah Jazz,UTA,TRUE,82,0.491,0.364,0.519,0.741,8547
2010,NBA,Washington Wizards,WAS,FALSE,82,0.449,0.353,0.471,0.762,7892
2009,NBA,Atlanta Hawks,ATL,TRUE,82,0.458,0.366,0.49,0.737,8046
2009,NBA,Boston Celtics,BOS,TRUE,82,0.486,0.397,0.51,0.765,8275
2009,NBA,Charlotte Bobcats,CHA,FALSE,82,0.455,0.366,0.479,0.74,7677
2009,NBA,Chicago Bulls,CHI,TRUE,82,0.457,0.381,0.474,0.796,8378
2009,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.468,0.393,0.495,0.757,8223
2009,NBA,Dallas Mavericks,DAL,TRUE,82,0.462,0.35,0.498,0.819,8343
2009,NBA,Denver Nuggets,DEN,TRUE,82,0.47,0.371,0.499,0.76,8555
2009,NBA,Detroit Pistons,DET,TRUE,82,0.454,0.349,0.475,0.751,7727
2009,NBA,Golden State Warriors,GSW,FALSE,82,0.458,0.373,0.48,0.791,8905
2009,NBA,Houston Rockets,HOU,TRUE,82,0.453,0.375,0.48,0.805,8070
2009,NBA,Indiana Pacers,IND,FALSE,82,0.455,0.378,0.48,0.807,8617
2009,NBA,Los Angeles Lakers,LAL,TRUE,82,0.474,0.361,0.505,0.77,8768
2009,NBA,Memphis Grizzlies,MEM,FALSE,82,0.454,0.36,0.474,0.756,7698
2009,NBA,Miami Heat,MIA,TRUE,82,0.457,0.357,0.489,0.754,8061
2009,NBA,Milwaukee Bucks,MIL,FALSE,82,0.445,0.363,0.467,0.78,8142
2009,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.441,0.353,0.467,0.769,8019
2009,NBA,New York Knicks,NYK,FALSE,82,0.445,0.36,0.486,0.784,8627
2009,NBA,Oklahoma City Thunder,OKC,FALSE,82,0.447,0.346,0.463,0.786,7952
2009,NBA,Orlando Magic,ORL,TRUE,82,0.457,0.381,0.495,0.715,8286
2009,NBA,Philadelphia 76ers,PHI,TRUE,82,0.459,0.318,0.486,0.745,7987
2009,NBA,Phoenix Suns,PHO,FALSE,82,0.504,0.383,0.537,0.744,8974
2009,NBA,Portland Trail Blazers,POR,TRUE,82,0.465,0.383,0.49,0.765,8153
2009,NBA,Sacramento Kings,SAC,FALSE,82,0.447,0.368,0.472,0.798,8248
2009,NBA,San Antonio Spurs,SAS,TRUE,82,0.466,0.386,0.492,0.761,7958
2009,NBA,Toronto Raptors,TOR,FALSE,82,0.458,0.372,0.478,0.824,8121
2009,NBA,Utah Jazz,UTA,TRUE,82,0.475,0.349,0.5,0.771,8492
2009,NBA,Washington Wizards,WAS,FALSE,82,0.45,0.33,0.476,0.767,7877
2008,NBA,Atlanta Hawks,ATL,TRUE,82,0.454,0.356,0.473,0.772,8054
2008,NBA,Boston Celtics,BOS,TRUE,82,0.475,0.381,0.506,0.771,8245
2008,NBA,Charlotte Bobcats,CHA,FALSE,82,0.452,0.367,0.476,0.714,7959
2008,NBA,Chicago Bulls,CHI,FALSE,82,0.435,0.363,0.452,0.756,7981
2008,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.439,0.358,0.463,0.717,7903
2008,NBA,Dallas Mavericks,DAL,TRUE,82,0.464,0.352,0.495,0.814,8234
2008,NBA,Denver Nuggets,DEN,TRUE,82,0.47,0.355,0.504,0.751,9074
2008,NBA,Detroit Pistons,DET,TRUE,82,0.458,0.366,0.481,0.767,7992
2008,NBA,Golden State Warriors,GSW,FALSE,82,0.459,0.348,0.506,0.752,9105
2008,NBA,Houston Rockets,HOU,TRUE,82,0.448,0.342,0.485,0.726,7931
2008,NBA,Indiana Pacers,IND,FALSE,82,0.444,0.374,0.472,0.768,8527
2008,NBA,Los Angeles Lakers,LAL,TRUE,82,0.476,0.378,0.51,0.769,8904
2008,NBA,Memphis Grizzlies,MEM,FALSE,82,0.454,0.349,0.492,0.723,8257
2008,NBA,Miami Heat,MIA,FALSE,82,0.443,0.358,0.467,0.727,7491
2008,NBA,Milwaukee Bucks,MIL,FALSE,82,0.449,0.344,0.474,0.733,7956
2008,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.451,0.35,0.474,0.736,7839
2008,NBA,New York Knicks,NYK,FALSE,82,0.439,0.337,0.467,0.727,7948
2008,NBA,Orlando Magic,ORL,TRUE,82,0.474,0.386,0.516,0.721,8567
2008,NBA,Philadelphia 76ers,PHI,TRUE,82,0.46,0.317,0.483,0.706,7923
2008,NBA,Phoenix Suns,PHO,TRUE,82,0.5,0.393,0.538,0.783,9026
2008,NBA,Portland Trail Blazers,POR,FALSE,82,0.448,0.377,0.468,0.767,7820
2008,NBA,Sacramento Kings,SAC,FALSE,82,0.464,0.373,0.488,0.798,8408
2008,NBA,San Antonio Spurs,SAS,TRUE,82,0.457,0.369,0.487,0.761,7820
2008,NBA,Toronto Raptors,TOR,TRUE,82,0.468,0.392,0.489,0.812,8215
2008,NBA,Utah Jazz,UTA,TRUE,82,0.497,0.372,0.522,0.759,8710
2008,NBA,Washington Wizards,WAS,TRUE,82,0.446,0.356,0.475,0.782,8104
2007,NBA,Atlanta Hawks,ATL,FALSE,82,0.444,0.329,0.467,0.761,7680
2007,NBA,Boston Celtics,BOS,FALSE,82,0.443,0.367,0.462,0.767,7857
2007,NBA,Charlotte Bobcats,CHA,FALSE,82,0.446,0.357,0.467,0.734,7945
2007,NBA,Chicago Bulls,CHI,TRUE,82,0.457,0.388,0.473,0.734,8100
2007,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.447,0.352,0.473,0.696,7934
2007,NBA,Dallas Mavericks,DAL,TRUE,82,0.467,0.381,0.491,0.805,8201
2007,NBA,Denver Nuggets,DEN,TRUE,82,0.465,0.336,0.5,0.746,8639
2007,NBA,Detroit Pistons,DET,TRUE,82,0.454,0.344,0.481,0.774,7872
2007,NBA,Golden State Warriors,GSW,TRUE,82,0.463,0.356,0.504,0.717,8737
2007,NBA,Houston Rockets,HOU,TRUE,82,0.445,0.372,0.475,0.753,7953
2007,NBA,Indiana Pacers,IND,FALSE,82,0.438,0.346,0.462,0.76,7840
2007,NBA,Los Angeles Lakers,LAL,TRUE,82,0.466,0.353,0.505,0.747,8474
2007,NBA,Memphis Grizzlies,MEM,FALSE,82,0.465,0.367,0.491,0.761,8331
2007,NBA,Miami Heat,MIA,TRUE,82,0.464,0.343,0.503,0.69,7759
2007,NBA,Milwaukee Bucks,MIL,FALSE,82,0.465,0.356,0.495,0.733,8172
2007,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.461,0.353,0.483,0.792,7877
2007,NBA,New York Knicks,NYK,FALSE,82,0.457,0.346,0.487,0.715,7994
2007,NBA,Orlando Magic,ORL,TRUE,82,0.472,0.356,0.494,0.702,7771
2007,NBA,Philadelphia 76ers,PHI,FALSE,82,0.458,0.345,0.474,0.767,7785
2007,NBA,Phoenix Suns,PHO,TRUE,82,0.494,0.399,0.532,0.808,9037
2007,NBA,Portland Trail Blazers,POR,FALSE,82,0.45,0.346,0.474,0.769,7717
2007,NBA,Sacramento Kings,SAC,FALSE,82,0.45,0.35,0.48,0.765,8303
2007,NBA,San Antonio Spurs,SAS,TRUE,82,0.474,0.381,0.504,0.751,8079
2007,NBA,Toronto Raptors,TOR,TRUE,82,0.463,0.363,0.492,0.788,8157
2007,NBA,Utah Jazz,UTA,TRUE,82,0.474,0.335,0.501,0.743,8322
2007,NBA,Washington Wizards,WAS,TRUE,82,0.45,0.348,0.482,0.765,8556
2006,NBA,Atlanta Hawks,ATL,FALSE,82,0.454,0.367,0.472,0.75,7972
2006,NBA,Boston Celtics,BOS,FALSE,82,0.467,0.362,0.494,0.755,8033
2006,NBA,Charlotte Bobcats,CHA,FALSE,82,0.433,0.339,0.454,0.729,7943
2006,NBA,Chicago Bulls,CHI,TRUE,82,0.446,0.379,0.465,0.738,8020
2006,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.454,0.339,0.487,0.729,8002
2006,NBA,Dallas Mavericks,DAL,TRUE,82,0.462,0.374,0.481,0.783,8130
2006,NBA,Denver Nuggets,DEN,TRUE,82,0.461,0.325,0.487,0.744,8227
2006,NBA,Detroit Pistons,DET,TRUE,82,0.455,0.384,0.475,0.727,7941
2006,NBA,Golden State Warriors,GSW,FALSE,82,0.433,0.341,0.467,0.718,8076
2006,NBA,Houston Rockets,HOU,FALSE,82,0.433,0.332,0.463,0.759,7387
2006,NBA,Indiana Pacers,IND,TRUE,82,0.444,0.349,0.475,0.737,7699
2006,NBA,Los Angeles Lakers,LAL,TRUE,82,0.453,0.349,0.486,0.745,8154
2006,NBA,Memphis Grizzlies,MEM,TRUE,82,0.448,0.374,0.474,0.711,7558
2006,NBA,Miami Heat,MIA,TRUE,82,0.478,0.345,0.517,0.7,8191
